Date,HIGH,LOW,OPEN,CLOSE,COUNT
2019-05-14 20:00:00,2848.98,2833.63,2844.8,2834.42,3600.0
2019-05-14 21:00:00,2834.65,2834.41,2834.57,2834.41,1202.0
2019-05-15 14:00:00,2825.71,2815.08,2820.38,2824.66,1799.0
2019-05-15 15:00:00,2846.1,2820.08,2824.32,2843.55,3600.0
2019-05-15 16:00:00,2853.43,2839.55,2843.57,2852.62,3600.0
2019-05-15 17:00:00,2856.36,2848.19,2852.65,2849.61,3600.0
2019-05-15 18:00:00,2855.78,2848.47,2849.65,2855.46,3600.0
2019-05-15 19:00:00,2858.68,2853.87,2855.47,2854.19,3600.0
2019-05-15 20:00:00,2858.58,2850.82,2854.17,2851.29,3600.0
2019-05-15 21:00:00,2851.39,2850.96,2851.39,2850.96,1202.0
2019-05-16 14:00:00,2878.05,2855.8,2855.8,2876.87,1799.0
2019-05-16 15:00:00,2886.1,2876.25,2876.86,2885.88,3600.0
2019-05-16 16:00:00,2890.59,2882.59,2885.89,2888.37,3600.0
2019-05-16 17:00:00,2892.15,2884.46,2888.39,2885.69,3600.0
2019-05-16 18:00:00,2887.94,2880.25,2885.76,2881.72,3600.0
2019-05-16 19:00:00,2886.97,2879.35,2881.74,2883.29,3600.0
2019-05-16 20:00:00,2883.29,2871.3,2883.29,2875.86,3600.0
2019-05-16 21:00:00,2876.6,2876.32,2876.6,2876.32,1202.0
2019-05-17 14:00:00,2865.5,2854.23,2858.6,2859.41,1799.0
2019-05-17 15:00:00,2883.47,2856.6,2859.38,2880.82,3600.0
2019-05-17 16:00:00,2885.48,2871.27,2880.88,2875.17,3600.0
2019-05-17 17:00:00,2875.48,2867.78,2875.16,2873.81,3600.0
2019-05-17 18:00:00,2878.55,2872.43,2873.85,2876.74,3600.0
2019-05-17 19:00:00,2877.99,2871.2,2876.59,2874.66,3600.0
2019-05-17 20:00:00,2874.95,2856.07,2874.65,2859.29,3600.0
2019-05-17 21:00:00,2859.53,2859.14,2859.14,2859.53,1202.0
2019-05-20 14:00:00,2846.37,2832.09,2841.94,2845.2,1799.0
2019-05-20 15:00:00,2853.86,2840.75,2845.23,2851.42,3600.0
2019-05-20 16:00:00,2852.93,2842.7,2851.43,2846.06,3600.0
2019-05-20 17:00:00,2851.93,2842.39,2846.08,2842.78,3600.0
2019-05-20 18:00:00,2846.76,2840.91,2842.76,2844.74,3600.0
2019-05-20 19:00:00,2845.23,2834.81,2844.76,2836.87,3600.0
2019-05-20 20:00:00,2842.06,2831.29,2836.86,2840.15,3600.0
2019-05-20 21:00:00,2840.23,2839.72,2839.72,2840.23,1202.0
2019-05-21 14:00:00,2860.73,2854.02,2854.02,2857.53,1799.0
2019-05-21 15:00:00,2868.88,2855.48,2857.42,2866.93,3600.0
2019-05-21 16:00:00,2868.11,2858.74,2866.94,2860.58,3600.0
2019-05-21 17:00:00,2864.99,2860.61,2860.61,2864.59,3600.0
2019-05-21 18:00:00,2866.81,2864.16,2864.6,2866.78,3600.0
2019-05-21 19:00:00,2868.75,2865.14,2866.76,2865.97,3600.0
2019-05-21 20:00:00,2868.22,2863.37,2865.97,2864.14,3600.0
2019-05-21 21:00:00,2864.59,2864.36,2864.59,2864.36,1201.0
2019-05-21 22:00:00,2864.36,2864.36,2864.36,2864.36,1.0
2019-05-22 14:00:00,2860.01,2853.37,2856.06,2860.01,1799.0
2019-05-22 15:00:00,2865.47,2853.68,2859.97,2855.88,3600.0
2019-05-22 16:00:00,2862.31,2852.64,2855.89,2858.74,3600.0
2019-05-22 17:00:00,2859.74,2853.14,2858.75,2854.46,3600.0
2019-05-22 18:00:00,2859.43,2851.11,2854.43,2858.67,3600.0
2019-05-22 19:00:00,2863.18,2855.59,2858.67,2861.47,3600.0
2019-05-22 20:00:00,2862.58,2856.24,2861.47,2856.25,3600.0
2019-05-22 21:00:00,2856.28,2856.21,2856.21,2856.27,1202.0
2019-05-23 14:00:00,2836.7,2816.38,2836.7,2819.21,1799.0
2019-05-23 15:00:00,2828.08,2814.88,2819.18,2825.69,3600.0
2019-05-23 16:00:00,2825.92,2812.18,2825.68,2812.44,3600.0
2019-05-23 17:00:00,2817.96,2808.33,2812.45,2808.83,3600.0
2019-05-23 18:00:00,2814.43,2806.94,2808.85,2811.48,3600.0
2019-05-23 19:00:00,2813.49,2806.08,2811.47,2808.63,3600.0
2019-05-23 20:00:00,2822.86,2805.49,2808.62,2822.42,3600.0
2019-05-23 21:00:00,2822.31,2822.24,2822.28,2822.24,1201.0
2019-05-23 22:00:00,2822.24,2822.24,2822.24,2822.24,1.0
2019-05-24 14:00:00,2841.36,2832.41,2832.41,2835.15,1799.0
2019-05-24 15:00:00,2837.24,2822.26,2835.24,2822.68,3600.0
2019-05-24 16:00:00,2828.35,2820.19,2822.68,2826.76,3600.0
2019-05-24 17:00:00,2832.75,2824.44,2826.79,2832.75,3600.0
2019-05-24 18:00:00,2833.83,2829.25,2832.75,2830.03,3600.0
2019-05-24 19:00:00,2830.41,2826.23,2830.02,2828.82,3600.0
2019-05-24 20:00:00,2830.58,2824.31,2828.81,2826.18,3600.0
2019-05-24 21:00:00,2826.67,2826.06,2826.66,2826.06,1202.0
2019-05-28 14:00:00,2840.51,2829.3,2830.03,2838.75,1799.0
2019-05-28 15:00:00,2839.45,2825.14,2838.5,2827.94,3600.0
2019-05-28 16:00:00,2832.87,2824.19,2827.79,2829.33,3600.0
2019-05-28 17:00:00,2832.91,2828.01,2829.32,2828.12,3600.0
2019-05-28 18:00:00,2829.47,2825.13,2828.2,2825.23,3600.0
2019-05-28 19:00:00,2825.22,2813.9,2825.22,2815.65,3600.0
2019-05-28 20:00:00,2815.63,2802.06,2815.63,2802.06,3600.0
2019-05-28 21:00:00,2802.39,2801.58,2801.58,2802.39,1201.0
2019-05-28 22:00:00,2802.39,2802.39,2802.39,2802.39,1.0
2019-05-29 14:00:00,2790.25,2778.45,2790.25,2782.64,1799.0
2019-05-29 15:00:00,2792.03,2780.3,2782.67,2782.2,3600.0
2019-05-29 16:00:00,2787.79,2766.06,2782.05,2768.43,3600.0
2019-05-29 17:00:00,2778.46,2767.38,2768.77,2773.39,3600.0
2019-05-29 18:00:00,2785.16,2771.65,2773.39,2781.07,3600.0
2019-05-29 19:00:00,2783.9,2770.29,2781.09,2774.08,3600.0
2019-05-29 20:00:00,2787.19,2768.85,2774.11,2783.1,3600.0
2019-05-29 21:00:00,2783.02,2782.65,2782.67,2783.02,1202.0
2019-05-30 14:00:00,2797.5,2786.94,2786.94,2796.21,1799.0
2019-05-30 15:00:00,2799.0,2787.27,2796.18,2789.62,3600.0
2019-05-30 16:00:00,2791.28,2782.68,2789.57,2785.4,3600.0
2019-05-30 17:00:00,2793.36,2784.06,2785.56,2791.17,3600.0
2019-05-30 18:00:00,2792.2,2783.67,2791.17,2786.06,3600.0
2019-05-30 19:00:00,2788.0,2776.74,2786.06,2784.88,3600.0
2019-05-30 20:00:00,2791.1,2778.0,2784.88,2788.78,3600.0
2019-05-30 21:00:00,2788.93,2788.82,2788.82,2788.86,1201.0
2019-05-30 22:00:00,2788.86,2788.86,2788.86,2788.86,1.0
2019-05-31 14:00:00,2766.15,2750.63,2766.15,2756.64,1799.0
2019-05-31 15:00:00,2763.44,2753.12,2756.38,2761.45,3600.0
2019-05-31 16:00:00,2768.98,2760.15,2761.4,2765.21,3600.0
2019-05-31 17:00:00,2765.39,2756.32,2765.19,2757.84,3600.0
2019-05-31 18:00:00,2764.36,2756.98,2757.83,2763.13,3600.0
2019-05-31 19:00:00,2763.87,2751.9,2763.13,2758.33,3600.0
2019-05-31 20:00:00,2758.45,2750.52,2758.33,2752.08,3600.0
2019-05-31 21:00:00,2752.07,2751.75,2751.75,2752.06,1201.0
2019-05-31 22:00:00,2752.06,2752.06,2752.06,2752.06,1.0
2019-06-03 14:00:00,2759.63,2743.75,2751.53,2744.02,1799.0
2019-06-03 15:00:00,2763.07,2738.12,2743.71,2761.29,3600.0
2019-06-03 16:00:00,2762.03,2749.04,2761.28,2749.28,3600.0
2019-06-03 17:00:00,2750.66,2735.34,2749.28,2738.42,3600.0
2019-06-03 18:00:00,2755.7,2735.07,2738.29,2747.16,3600.0
2019-06-03 19:00:00,2752.41,2735.74,2747.13,2738.1,3600.0
2019-06-03 20:00:00,2746.27,2728.81,2738.09,2743.04,3600.0
2019-06-03 21:00:00,2744.45,2743.8,2743.8,2744.45,1201.0
2019-06-03 22:00:00,2744.45,2744.45,2744.45,2744.45,1.0
2019-06-04 14:00:00,2773.71,2762.64,2762.64,2768.34,1799.0
2019-06-04 15:00:00,2780.03,2764.9,2768.21,2778.61,3600.0
2019-06-04 16:00:00,2791.13,2777.17,2778.47,2789.22,3600.0
2019-06-04 17:00:00,2794.81,2784.7,2789.25,2792.35,3600.0
2019-06-04 18:00:00,2796.08,2789.23,2792.33,2795.75,3600.0
2019-06-04 19:00:00,2796.1,2790.81,2795.72,2791.25,3600.0
2019-06-04 20:00:00,2804.49,2791.26,2791.26,2803.4,3600.0
2019-06-04 21:00:00,2803.31,2803.16,2803.31,2803.27,1202.0
2019-06-05 14:00:00,2820.42,2808.05,2818.09,2814.94,1799.0
2019-06-05 15:00:00,2818.09,2800.92,2816.03,2805.24,3600.0
2019-06-05 16:00:00,2816.28,2804.29,2805.32,2816.11,3600.0
2019-06-05 17:00:00,2819.42,2811.31,2816.11,2817.36,3600.0
2019-06-05 18:00:00,2823.85,2817.34,2817.34,2822.17,3600.0
2019-06-05 19:00:00,2824.72,2818.65,2822.17,2820.19,3600.0
2019-06-05 20:00:00,2827.28,2815.32,2820.15,2826.02,3600.0
2019-06-05 21:00:00,2826.37,2826.13,2826.37,2826.15,1202.0
2019-06-06 14:00:00,2833.49,2825.2,2828.51,2825.32,1799.0
2019-06-06 15:00:00,2832.22,2822.45,2825.34,2829.44,3600.0
2019-06-06 16:00:00,2835.61,2826.93,2829.45,2828.59,3600.0
2019-06-06 17:00:00,2833.78,2828.04,2828.6,2832.67,3600.0
2019-06-06 18:00:00,2834.63,2831.34,2832.66,2834.17,3600.0
2019-06-06 19:00:00,2843.09,2832.23,2834.19,2838.79,3600.0
2019-06-06 20:00:00,2852.1,2838.36,2838.83,2843.61,3600.0
2019-06-06 21:00:00,2844.12,2843.42,2844.12,2843.49,1202.0
2019-06-07 14:00:00,2868.44,2852.87,2852.87,2867.72,1799.0
2019-06-07 15:00:00,2883.83,2867.06,2867.67,2883.83,3600.0
2019-06-07 16:00:00,2884.97,2873.82,2883.85,2875.17,3600.0
2019-06-07 17:00:00,2881.5,2872.85,2875.15,2881.46,3600.0
2019-06-07 18:00:00,2882.33,2876.38,2881.47,2879.47,3600.0
2019-06-07 19:00:00,2880.23,2873.99,2879.47,2874.36,3600.0
2019-06-07 20:00:00,2879.34,2871.83,2874.29,2872.92,3600.0
2019-06-07 21:00:00,2873.34,2873.08,2873.08,2873.34,1202.0
2019-06-10 14:00:00,2895.11,2885.83,2885.83,2893.14,1799.0
2019-06-10 15:00:00,2898.6,2892.56,2893.72,2896.49,3600.0
2019-06-10 16:00:00,2904.77,2896.2,2896.48,2903.78,3600.0
2019-06-10 17:00:00,2904.0,2894.77,2903.75,2894.79,3600.0
2019-06-10 18:00:00,2898.7,2891.95,2894.79,2893.13,3600.0
2019-06-10 19:00:00,2893.87,2885.92,2893.21,2893.74,3600.0
2019-06-10 20:00:00,2894.64,2885.51,2893.75,2886.69,3600.0
2019-06-10 21:00:00,2886.73,2886.31,2886.31,2886.73,1202.0
2019-06-11 14:00:00,2910.61,2900.54,2903.27,2902.51,1799.0
2019-06-11 15:00:00,2904.72,2890.64,2902.59,2893.98,3600.0
2019-06-11 16:00:00,2896.14,2887.03,2893.97,2888.42,3600.0
2019-06-11 17:00:00,2888.8,2878.64,2888.38,2879.0,3600.0
2019-06-11 18:00:00,2888.34,2878.53,2879.01,2887.98,3600.0
2019-06-11 19:00:00,2891.16,2881.65,2888.0,2883.76,3600.0
2019-06-11 20:00:00,2887.62,2880.7,2883.76,2885.87,3600.0
2019-06-11 21:00:00,2885.73,2885.71,2885.71,2885.72,1201.0
2019-06-11 22:00:00,2885.72,2885.72,2885.72,2885.72,1.0
2019-06-12 14:00:00,2888.57,2880.71,2882.73,2884.97,1799.0
2019-06-12 15:00:00,2886.28,2877.07,2884.99,2879.89,3600.0
2019-06-12 16:00:00,2881.68,2874.81,2879.89,2874.82,3600.0
2019-06-12 17:00:00,2882.1,2874.68,2874.81,2880.7,3600.0
2019-06-12 18:00:00,2881.85,2877.8,2880.7,2880.27,3600.0
2019-06-12 19:00:00,2881.96,2876.79,2880.26,2880.64,3600.0
2019-06-12 20:00:00,2881.0,2877.05,2880.65,2880.04,3600.0
2019-06-12 21:00:00,2880.14,2879.83,2880.14,2879.84,1201.0
2019-06-12 22:00:00,2879.84,2879.84,2879.84,2879.84,1.0
2019-06-13 14:00:00,2895.24,2886.24,2886.24,2892.5,1799.0
2019-06-13 15:00:00,2893.56,2884.64,2892.54,2884.85,3600.0
2019-06-13 16:00:00,2889.09,2881.99,2884.84,2888.37,3600.0
2019-06-13 17:00:00,2892.56,2885.91,2888.39,2892.55,3600.0
2019-06-13 18:00:00,2894.25,2889.69,2892.56,2891.29,3600.0
2019-06-13 19:00:00,2891.65,2885.06,2891.29,2887.69,3600.0
2019-06-13 20:00:00,2892.73,2882.01,2887.67,2892.43,3600.0
2019-06-13 21:00:00,2892.23,2891.64,2892.23,2891.64,1202.0
2019-06-14 14:00:00,2887.85,2879.87,2886.82,2882.13,1799.0
2019-06-14 15:00:00,2888.0,2880.48,2882.57,2886.61,3600.0
2019-06-14 16:00:00,2887.52,2879.62,2886.6,2884.12,3600.0
2019-06-14 17:00:00,2885.21,2881.94,2884.13,2884.64,3600.0
2019-06-14 18:00:00,2885.34,2882.7,2884.65,2882.9,3600.0
2019-06-14 19:00:00,2887.32,2882.69,2882.91,2887.14,3600.0
2019-06-14 20:00:00,2894.45,2886.94,2887.12,2886.94,3600.0
2019-06-14 21:00:00,2887.15,2886.98,2887.15,2886.98,1201.0
2019-06-14 22:00:00,2886.98,2886.98,2886.98,2886.98,1.0
2019-06-17 14:00:00,2894.47,2887.3,2889.75,2892.49,1799.0
2019-06-17 15:00:00,2897.27,2891.23,2892.6,2895.55,3600.0
2019-06-17 16:00:00,2897.23,2891.83,2895.53,2892.66,3600.0
2019-06-17 17:00:00,2893.67,2890.43,2892.68,2893.05,3600.0
2019-06-17 18:00:00,2895.39,2892.2,2893.04,2895.08,3600.0
2019-06-17 19:00:00,2896.51,2892.46,2895.06,2892.73,3600.0
2019-06-17 20:00:00,2894.34,2887.5,2892.72,2889.16,3600.0
2019-06-17 21:00:00,2889.67,2889.54,2889.67,2889.67,1201.0
2019-06-18 14:00:00,2927.26,2905.44,2906.71,2923.19,1799.0
2019-06-18 15:00:00,2930.11,2921.26,2923.12,2928.77,3600.0
2019-06-18 16:00:00,2930.79,2918.66,2928.78,2918.66,3600.0
2019-06-18 17:00:00,2922.31,2917.59,2918.67,2920.59,3600.0
2019-06-18 18:00:00,2920.59,2914.89,2920.59,2919.42,3600.0
2019-06-18 19:00:00,2923.49,2919.4,2919.4,2920.2,3600.0
2019-06-18 20:00:00,2921.14,2915.04,2920.25,2917.75,3600.0
2019-06-18 21:00:00,2918.07,2917.74,2918.07,2917.75,1202.0
2019-06-19 14:00:00,2922.93,2916.04,2920.55,2920.96,1799.0
2019-06-19 15:00:00,2921.62,2916.11,2920.97,2917.36,3600.0
2019-06-19 16:00:00,2920.27,2917.17,2917.37,2919.05,3600.0
2019-06-19 17:00:00,2919.21,2916.63,2919.03,2917.02,3600.0
2019-06-19 18:00:00,2918.18,2914.34,2917.01,2917.41,3600.0
2019-06-19 19:00:00,2929.77,2911.43,2917.42,2923.77,3600.0
2019-06-19 20:00:00,2931.74,2923.45,2923.77,2926.59,3600.0
2019-06-19 21:00:00,2926.47,2926.34,2926.34,2926.46,1201.0
2019-06-19 22:00:00,2926.46,2926.46,2926.46,2926.46,1.0
2019-06-20 14:00:00,2956.2,2949.6,2949.6,2953.6,1799.0
2019-06-20 15:00:00,2956.08,2945.1,2953.61,2945.1,3600.0
2019-06-20 16:00:00,2947.69,2941.34,2945.13,2944.81,3600.0
2019-06-20 17:00:00,2945.21,2931.5,2944.84,2941.74,3600.0
2019-06-20 18:00:00,2947.65,2940.86,2941.71,2945.13,3600.0
2019-06-20 19:00:00,2950.49,2944.17,2945.1,2950.22,3600.0
2019-06-20 20:00:00,2958.06,2947.45,2950.23,2954.56,3600.0
2019-06-20 21:00:00,2954.2,2953.85,2953.85,2954.18,1202.0
2019-06-21 14:00:00,2954.02,2946.87,2952.71,2949.18,1799.0
2019-06-21 15:00:00,2956.43,2947.56,2949.31,2953.72,3600.0
2019-06-21 16:00:00,2964.15,2952.98,2953.73,2954.33,3600.0
2019-06-21 17:00:00,2955.68,2950.84,2954.3,2953.82,3600.0
2019-06-21 18:00:00,2954.57,2951.21,2953.82,2954.32,3600.0
2019-06-21 19:00:00,2955.93,2952.12,2954.42,2954.45,3600.0
2019-06-21 20:00:00,2958.08,2948.87,2954.42,2950.66,3600.0
2019-06-21 21:00:00,2950.65,2950.45,2950.52,2950.46,1201.0
2019-06-21 22:00:00,2950.46,2950.46,2950.46,2950.46,1.0
2019-06-24 14:00:00,2954.25,2948.29,2951.42,2948.56,1799.0
2019-06-24 15:00:00,2954.92,2948.16,2948.62,2951.13,3600.0
2019-06-24 16:00:00,2954.16,2949.83,2951.13,2951.73,3600.0
2019-06-24 17:00:00,2952.8,2950.49,2951.76,2950.75,3600.0
2019-06-24 18:00:00,2951.25,2947.27,2950.74,2948.2,3600.0
2019-06-24 19:00:00,2949.36,2946.76,2948.21,2948.17,3600.0
2019-06-24 20:00:00,2949.03,2944.05,2948.16,2945.39,3600.0
2019-06-24 21:00:00,2945.54,2945.34,2945.54,2945.35,1201.0
2019-06-24 22:00:00,2945.35,2945.35,2945.35,2945.35,1.0
2019-06-25 14:00:00,2946.52,2936.21,2945.78,2940.0,1799.0
2019-06-25 15:00:00,2940.52,2931.43,2939.59,2933.3,3600.0
2019-06-25 16:00:00,2937.4,2931.63,2933.29,2934.61,3600.0
2019-06-25 17:00:00,2936.97,2926.97,2934.61,2928.35,3600.0
2019-06-25 18:00:00,2933.62,2922.59,2928.36,2927.77,3600.0
2019-06-25 19:00:00,2928.82,2916.88,2927.77,2922.27,3600.0
2019-06-25 20:00:00,2924.78,2916.01,2922.31,2917.63,3600.0
2019-06-25 21:00:00,2917.49,2917.38,2917.49,2917.38,1201.0
2019-06-25 22:00:00,2917.38,2917.38,2917.38,2917.38,1.0
2019-06-26 14:00:00,2932.59,2923.03,2926.07,2925.05,1799.0
2019-06-26 15:00:00,2926.74,2919.65,2925.0,2925.46,3600.0
2019-06-26 16:00:00,2927.13,2920.63,2925.45,2923.85,3600.0
2019-06-26 17:00:00,2925.86,2920.99,2923.86,2924.2,3600.0
2019-06-26 18:00:00,2924.37,2916.49,2924.21,2918.94,3600.0
2019-06-26 19:00:00,2920.65,2912.99,2918.94,2916.47,3600.0
2019-06-26 20:00:00,2919.74,2913.64,2916.45,2913.64,3600.0
2019-06-26 21:00:00,2913.9,2913.77,2913.77,2913.78,1202.0
2019-06-27 14:00:00,2928.47,2919.66,2919.66,2927.15,1799.0
2019-06-27 15:00:00,2927.54,2922.0,2927.14,2924.13,3600.0
2019-06-27 16:00:00,2925.46,2918.57,2924.13,2922.27,3600.0
2019-06-27 17:00:00,2927.69,2921.42,2922.26,2926.19,3600.0
2019-06-27 18:00:00,2929.19,2926.05,2926.18,2927.58,3600.0
2019-06-27 19:00:00,2929.3,2925.21,2927.61,2925.51,3600.0
2019-06-27 20:00:00,2927.92,2923.67,2925.51,2925.0,3600.0
2019-06-27 21:00:00,2924.92,2924.58,2924.58,2924.92,1201.0
2019-06-27 22:00:00,2924.92,2924.92,2924.92,2924.92,1.0
2019-06-28 14:00:00,2937.13,2929.22,2932.94,2930.9,1799.0
2019-06-28 15:00:00,2933.0,2929.05,2931.21,2931.8,3600.0
2019-06-28 16:00:00,2935.54,2929.59,2931.78,2934.25,3600.0
2019-06-28 17:00:00,2940.45,2934.25,2934.25,2938.72,3600.0
2019-06-28 18:00:00,2938.71,2933.7,2938.71,2934.48,3600.0
2019-06-28 19:00:00,2935.58,2931.68,2934.46,2932.17,3600.0
2019-06-28 20:00:00,2943.98,2931.13,2932.18,2940.92,3600.0
2019-06-28 21:00:00,2941.76,2940.46,2940.46,2941.76,1201.0
2019-06-28 22:00:00,2941.76,2941.76,2941.76,2941.76,1.0
2019-07-01 14:00:00,2977.93,2968.77,2971.41,2969.6,1799.0
2019-07-01 15:00:00,2973.54,2963.75,2969.51,2966.15,3600.0
2019-07-01 16:00:00,2967.89,2961.7,2966.18,2963.11,3600.0
2019-07-01 17:00:00,2964.51,2955.27,2963.11,2955.62,3600.0
2019-07-01 18:00:00,2958.37,2953.66,2955.68,2957.37,3600.0
2019-07-01 19:00:00,2957.64,2952.22,2957.38,2952.74,3600.0
2019-07-01 20:00:00,2966.35,2952.49,2952.74,2963.83,3600.0
2019-07-01 21:00:00,2964.64,2964.33,2964.64,2964.33,1201.0
2019-07-01 22:00:00,2964.33,2964.33,2964.33,2964.33,1.0
2019-07-02 14:00:00,2965.04,2959.88,2964.66,2961.22,1799.0
2019-07-02 15:00:00,2969.87,2961.05,2961.29,2967.07,3600.0
2019-07-02 16:00:00,2967.96,2958.94,2967.12,2963.11,3600.0
2019-07-02 17:00:00,2964.1,2955.92,2963.09,2959.77,3600.0
2019-07-02 18:00:00,2965.28,2958.09,2959.76,2964.48,3600.0
2019-07-02 19:00:00,2967.43,2963.25,2964.48,2963.83,3600.0
2019-07-02 20:00:00,2973.08,2963.61,2963.83,2973.08,3600.0
2019-07-02 21:00:00,2973.21,2972.98,2973.21,2973.01,1201.0
2019-07-02 22:00:00,2973.01,2973.01,2973.01,2973.01,1.0
2019-07-03 14:00:00,2982.52,2977.96,2978.08,2981.29,1799.0
2019-07-03 15:00:00,2987.98,2980.27,2981.34,2987.13,3600.0
2019-07-03 16:00:00,2991.45,2984.43,2987.1,2991.2,3600.0
2019-07-03 17:00:00,2995.84,2990.52,2991.2,2995.47,3600.0
2019-07-03 18:00:00,2995.82,2995.52,2995.57,2995.82,1201.0
2019-07-03 19:00:00,2995.82,2995.82,2995.82,2995.82,1.0
2019-07-05 14:00:00,2984.25,2974.78,2984.25,2974.86,1799.0
2019-07-05 15:00:00,2978.48,2967.97,2974.97,2973.46,3600.0
2019-07-05 16:00:00,2979.05,2971.81,2973.47,2979.05,3600.0
2019-07-05 17:00:00,2986.01,2976.89,2979.06,2984.73,3600.0
2019-07-05 18:00:00,2989.57,2983.09,2984.71,2988.0,3600.0
2019-07-05 19:00:00,2993.98,2986.93,2988.0,2993.86,3600.0
2019-07-05 20:00:00,2994.03,2984.76,2993.86,2990.68,3600.0
2019-07-05 21:00:00,2990.71,2990.41,2990.71,2990.41,1201.0
2019-07-05 22:00:00,2990.41,2990.41,2990.41,2990.41,1.0
2019-07-08 14:00:00,2979.77,2972.22,2979.77,2973.12,1799.0
2019-07-08 15:00:00,2980.76,2972.66,2973.06,2974.58,3600.0
2019-07-08 16:00:00,2977.95,2972.91,2974.55,2974.21,3600.0
2019-07-08 17:00:00,2974.41,2971.1,2974.21,2973.46,3600.0
2019-07-08 18:00:00,2975.6,2972.26,2973.43,2973.67,3600.0
2019-07-08 19:00:00,2975.24,2970.09,2973.68,2973.27,3600.0
2019-07-08 20:00:00,2978.52,2972.46,2973.27,2976.18,3600.0
2019-07-08 21:00:00,2976.13,2975.94,2976.13,2975.95,1202.0
2019-07-09 14:00:00,2969.62,2963.44,2965.52,2967.63,1799.0
2019-07-09 15:00:00,2974.42,2967.69,2967.69,2971.94,3600.0
2019-07-09 16:00:00,2975.71,2971.46,2971.92,2973.49,3600.0
2019-07-09 17:00:00,2975.47,2973.12,2973.5,2973.95,3600.0
2019-07-09 18:00:00,2975.06,2972.92,2973.94,2974.78,3600.0
2019-07-09 19:00:00,2976.4,2973.78,2974.78,2975.5,3600.0
2019-07-09 20:00:00,2981.9,2972.44,2975.44,2979.93,3600.0
2019-07-09 21:00:00,2979.71,2979.6,2979.6,2979.63,1201.0
2019-07-09 22:00:00,2979.63,2979.63,2979.63,2979.63,1.0
2019-07-10 14:00:00,3002.98,2989.3,2989.3,3000.69,1799.0
2019-07-10 15:00:00,3001.42,2989.71,3000.69,2989.9,3600.0
2019-07-10 16:00:00,2993.6,2984.62,2989.87,2992.85,3600.0
